"idoxatis";"sku";"nombre";"stock";"pvpventa";"pvprecomendado";"ean"
18744386;792386/20721;Consola Barroque Schuller - pata barroca cromo;36;710.00;;8435435310585
18744397;792538;Silla Barroque Schuller - Metal cromo tapizado blanco;109;259.00;;8435435310608
18754955;742215;Cuadro Summer Schuller - Pintura acrilico playa;23;149.00;;8435435309305
18755012;586107;Pintura acrilica Ucelli  90x120cm.  SCHULLER.;60;149.00;;
18755014;772518;Cuadro Tropic Schuller - Pintura rectangular Loros;27;158.00;;8435435312268
18755030;781539;Cuadro Otto Schuller - Pintura perro con gafas;33;115.00;;8435435311926
18758366;E-890276;Cuadro Town Schuller - Pintura ciudad monocromo;1;209.00;269,00;
18761962;751213;Bajorrelieve Cubic Schuller - Cuadros Cubos;30;466.00;;
18761977;751415;Bajorrelieve Lazos Schuller - Cuadro cristales;3;566.00;;8435435309695
18774232;118624;Espejo Dunia Schuller - Marco espejo 120x110;21;475.00;;8435435300180
18792273;163846;Espejo Claudia Schuller - Marco fino plata;19;245.00;;
18792453;29-E02LD;Espejo Audry Schuller moderno;0;288.00;;
18792576;29-E16;Espejo Cleopatra Schuller - Veneciano 120x80;0;533.00;;8435435301910
18792706;29-E23;Espejo Midas Schuller - Veneciano 70x40;54;158.00;;8435435301927
18798678;673938;Aplique Lucia Schuller - Tulipa cristal - LED;44;77.00;;8435435307615
18820779;541450;Lampara Nova Schuller - transparente 80cm LED;14;1277.00;;8435435323806
18821255;542013;Lampara Nova Schuller - transparente 50cm LED;13;542.00;;8435435305628
18876045;112512;Espejo Mercury Schuller - 5 lunas 118x44;12;202.00;;
18876109;130963;Espejo Celia Schuller - Espejo 90x60;32;139.00;;8435435300531
18943334;682642;Colgante Swing LED Blanco. 3 tama?os  SCHULLER.;0;312.00;;
18943335;E-682518;Colgante Swing Schuller - 3 tama?os pantalla - LED;1;325.00;398,00;
18943336;682790;Colgante Swing LED Blanco. 3 tama?os  SCHULLER.;0;398.00;;
18946035;161022;Espejo Fusion Schuller - 150x110;14;691.00;;8435435301088
18967546;183201;Espejo Leila Schuller - Marco Esferas;72;154.00;;8435435301323
18967580;195381;Espejo Elisa Schuller - Vestidor de pie;37;302.00;;8435435301439
18967721;29-E07/150;Espejo Roma Schuller - rectangular 150;70;302.00;;8435435301859
18967819;29-E07/90;Espejo Roma Schuller - rectangular 90;45;221.00;;8435435313456
18967835;29-E13;Espejo Zeus Schuller - Marco escalonado;37;403.00;;8435435301903
18967884;29-E35;Espejo Alberta Schuller - Marco espejo ?80;25;350.00;;8435435301989
18967898;29-E45;Espejo Dreams Schuller - Espejos irregulares 121x80;3;466.00;;8435435302047
18967902;29-E47;Espejo Sorrento Schuller - Veneciano;4;946.00;;8435435302054
19130417;385314;Espejo Aros Schuller marco espejo ?120;77;475.00;;8435435303303
19130422;385415;Espejo Alhambra Schuller 120x87;22;374.00;;8435435303310
19130425;386113;Espejo City Schuller - Moderno 140x68;27;413.00;;8435435303327
19133870;651320;Espejo Irina Schuller - marco curvo 200x90;8;730.00;;8435435306663
19133970;651431;Espejo Curves Schuller - 160x70;2;523.00;;8435435306670
19134031;651542;Espejo Curves Schuller - 103x75;6;350.00;;8435435306687
19134398;786136;Bajorrelieve Fosil Schuller - Cuadro 60x60;62;178.00;;
19134441;786351;Bajorrelieve Skull Schuller - Cuadro calavera espejo;18;154.00;;8435435310523
19214530;552307;Mesa de centro cristal curvado 110 cm. serie Glass. SCHULLER;7;298.00;;
19214534;552522;Mesa Glass Schuller - Mueble auxiliar cristal con ruedas;117;168.00;;8435435305765
19235808;532115;Sill?n en piel Italiana serie Amanda.   SCHULLER;1;1584.00;;
21396380;827494;Lampara Eire Schuller - 6 colgantes - Luz LED;2;408.00;;8435435317492
21418465;436218;Colgante Quasar Schuller - tulipa plata luz LED;65;144.00;;8435435317416
21418478;436462;Sobremesa Quasar Schuller - Tulipa plata luz LED;24;178.00;;8435435322632
21419786;436631;Aplique Quasar Schuller - Tulipa Cromo;38;96.00;;8435435317454
21420543;E-102048;Colgante de copens. 2 tama?os serie Elis.   SCHULLER;0;413.00;;
21420544;102219;Colgante de copens. 2 tama?os serie Elis.   SCHULLER;1;682.00;;
21524121;854275;Colgante Diva Schuller - L?mpara LED redonda;13;144.00;;8435435323714
21524263;854416N;L?mpara Diva Schuller - 3 Colgantes cuadrados LED;27;302.00;;8435435323851
21524341;854537;Lampara Diva Schuller - 4 Colgantes cuadrados LED;1;475.00;;8435435323639
21524387;854321;L?mpara Diva Schuller - 2 Colgantes ovalados LED;23;389.00;;8435435323721
21524398;854683;Aplique Diva Schuller - Abalorios cristal - LED;107;77.00;;8435435317195
21527961;736210;Lampara de pie Linur Schuller - LED graduable;0;302.00;;8435435322540
21528096;736321;Sobremesa Linur Schuller - Moderno 2 Barras LED;11;125.00;;8435435322557
21528114;736543;Lampara Linur Schuller - 2 barras iluminacion LED;20;226.00;;8435435324087
21528174;736432;Plafon Linur Schuller - 2 barras modernas con luz LED;6;211.00;;8435435317041
21528320;456342;Plaf?n Dana Schuller - Acero y cristal 3 Tama?os. Placa LED;169;101.00;;8435435323684
21528321;456231;Plaf?n Dana Schuller - Acero y cristal 3 Tama?os. Placa LED;112;158.00;;8435435323677
21528322;456120;Plaf?n Dana Schuller - Acero y cristal 3 Tama?os. Placa LED;86;211.00;;8435435323622
21528341;456453;Lampara Dana Schuller - Colgante cristal luz LED;120;216.00;;8435435323691
21528427;679215N;L?mpara Cala Schuller - 2 colgantes Iluminaci?n LED;37;307.00;;8435435316990
22249636;741563;Lampara Orbita Schuller - 4 focos de luz LED;7;235.00;;8435435318468
22250232;683759;Lampara Nao Schuller - 2 barras lineales LED;8;475.00;;8435435317003
22250280;513712;Aplique Briana Schuller - Pan de oro - LED;14;158.00;;8435435316402
22250281;513646;Lampara de techo plata 6 u 8 pantallas.    Serie Briana Schuller;6;418.00;;
22250282;513825;Lampara Briana Schuller - Pan de plata 6 u 8 pantallas;2;682.00;825,22;8435435316426
22250506;618859;Colgante Caelum Schuller - Tulipa Cobre LED;12;456.00;;8435435317829
22250511;746709;Lampara Odissey Schuller - 6 barras LED;14;464.00;;8435435315207
22250517;447510D;Lampara Anisia Schuller - 3 modulos de luz LED y mando;0;1138.00;;8435435322830
22250518;447510;Lampara Anisia Schuller - 3 modulos de luz LED;27;1018.00;;8435435322830
22259244;641942;Colgante Laia Schuller - tulipa azul vintage - LED;35;144.00;;8435435318079
22259263;642053;Colgante Laia Schuller - tulipa ambar vintage - LED;67;144.00;;8435435318086
22260649;563958;Plafon Mare Schuller - Lampara cromo abalorios;9;302.00;;8435435318222
22263229;257685;Lampara Laura Schuller - Colgante blanco y oro - LED;28;192.00;;8435435317874
22263286;520783;L?mpara Holandesa Schuller - Cromo 6 luces penduloques;19;461.00;;8435435323790
22545951;480531/4834;Aplique Florentino Schuller - 2 luces con pantallas;39;173.00;;8435435304683
24216765;793301;Colgante Sphere Schuller 1 bola cromo ?12cm LED;125;86.00;;8435435319267
24216773;793412;Colgante Sphere Schuller 1 bola cromo ?20cm LED;42;182.00;;8435435319274
24216778;793523;Colgante Sphere Schuller 5 bolas cromo LED;73;370.00;;8435435323530
24216782;793635;Lampara Sphere Schuller - lineal 4 bolas cromo LED;51;331.00;;8435435324117
24216790;793746;Colgante Sphere Schuller 14 bolas cromo LED;6;686.00;;8435435323547
24216798;756853;Lampara Katia Schuller - redonda Acero 14 luces LED;14;1584.00;;8435435319236
24221183;756729;Lampara Katia Schuller - Acero 10 luces LED;2;797.00;;8435435319229
24238617;266753;Aplique Narisa Schuller. Rosa/blanco/cromo;1;144.00;;8435435318888
24238618;266724;Aplique Narisa Schuller. Rosa/blanco/cromo;23;149.00;;8435435318871
24238619;266782N;Aplique Narisa Schuller. Rosa/blanco/cromo;76;149.00;;8435435322113
24238879;266028;Colgante Narisa Schuller ?18cm. Rosa/cromo;6;106.00;;8435435318673
24238880;266035N;Colgante Narisa Schuller ?18cm. Rosa/cromo;96;106.00;;8435435322076
24238904;266172;Colgante Narisa Schuller ?32cm Oro Rosa.;22;197.00;;8435435318710
24239188;266426;Lampara Narisa Schuller 5 colgantes. Rosa/blanco/cromo;22;302.00;;8435435318796
24239189;266401;Lampara Narisa Schuller 5 colgantes. Rosa/blanco/cromo;1;494.00;;
24239190;266492;Lampara Narisa Schuller 5 colgantes. Rosa/blanco/cromo;6;494.00;;
24240872;266290;Colgante Narisa Schuller ?46cm. Rosa/blanco/cromo;65;307.00;;8435435318741
24240873;266284;Colgante Narisa Schuller ?46cm. Rosa/blanco/cromo;31;307.00;;8435435318734
24240874;266251N;Colgante Narisa Schuller ?46cm. Rosa/blanco/cromo;35;370.00;;8435435322083
24240881;266580;Sobremesa Narisa Schuller - Rosa/blanco/cromo;2;240.00;;8435435318833
24240882;266577;Sobremesa Narisa Schuller - Rosa/blanco/cromo;15;278.00;;8435435318826
24240883;266544N;Sobremesa Narisa Schuller - Rosa/blanco/cromo;13;264.00;;8435435322090
24240896;266630;Lampara de Pie Narisa Schuller - Rosa/blanco/cromo;7;456.00;;8435435322229
24240897;266695;Lampara de Pie Narisa Schuller - Rosa/blanco/cromo;0;475.00;;8435435320256
24240898;266616N;Lampara de Pie Narisa Schuller - Rosa/blanco/cromo;4;475.00;;8435435322106
24240905;266909;Plafon Narisa Schuller ?32cm. Rosa/blanco/cromo;26;192.00;;
24240906;266946;Plafon Narisa Schuller ?32cm. Rosa/blanco/cromo;42;235.00;;8435435318949
24240907;266973N;Plafon Narisa Schuller ?32cm. Rosa/blanco/cromo;5;235.00;;8435435322137
24240911;266847;Plafon Narisa Schuller ?46cm. Rosa/blanco/cromo;8;317.00;;8435435318918
24240912;266866;Plafon Narisa Schuller ?46cm. Rosa/blanco/cromo;22;370.00;;8435435318925
24240913;266822N;Plafon Narisa Schuller ?46cm. Rosa/blanco/cromo;22;370.00;;8435435322120
24240922;266369;Lampara Narisa Schuller - Rosa/blanco/cromo;26;264.00;;8435435318772
24422974;569120;Espejo Aurora Schuller - Espejo rectangular pan de plata;32;365.00;;8435435319076
24423304;593364;Espejo Aurora Schuller - Espejo redondo pan de plata;60;384.00;;8435435319090
24423383;794172;Espejo Sphere Schuller - Espejo semiesferas cristal;21;374.00;;8435435319861
24423389;490633;Espejo Love Schuller - Espejo bitono Love cristal;73;154.00;;8435435319359
24427947;852508;Espejo Rizos Schuller - Espejo marco rizos cristal;23;370.00;;8435435319373
24455228;654522;Lampara Aqua Schuller - Lampara lineal 3 colgantes;2;317.00;;8435435319748
24455317;654639;Lampara Aqua Schuller - Lampara redonda 3 colgantes;40;350.00;;8435435319755
24459317;29-E07/178;Espejo Roma Schuller - 178x80;56;528.00;;8435435301873
24459414;195627;Espejo Elisa Schuller - Marco espejos 105x74;71;178.00;;8435435301453
24459503;287506;Espejo N?car Schuller - Espejo 120x80 marco nacar;21;283.00;;8435435317607
24472638;924713;Espejo Avenue Schuller - Marco Espejo 80x120;79;211.00;;8435435317690
24590099;783753;L?mpara Rocio Schuller - 3 Colgantes cromo LED;95;240.00;;8435435318123
26018694;783618;L?mpara Rocio Schuller - Lineal 5 luces Cromo LED;33;389.00;;8435435323509
27088376;124011;Plafon Quios Schuller - ?46cm. blanco LED.;16;192.00;;8435435312886
27088512;E-568581;Lampara Anastasia Schuller - colgante ? 50cm. LED;2;242.00;274,00;8435435320577
27088519;568672;Lampara Anastasia Schuller - 3 colgantes ? 62cm. LED;22;442.00;;8435435320584
27095467;625211;Lampara Flavia Schuller - Lineal 4 bolas LED;7;235.00;;8435435321734
27095708;625432;Lampara Flavia Schuller - colgante cromo bola LED;21;67.00;;8435435321758
27095746;625654;Plafon Flavia Schuller - Lampara 4 luces bola LED;4;206.00;;8435435321772
27095770;625769;Aplique Flavia Schuller - Cromo bola LED;10;67.00;;8435435321789
27103211;793091;Lampara Sphere Schuller - colores 9 bolas LED;29;658.00;;8435435324094
27103283;793258;Colgante Sphere Schuller 14 bolas colores LED;0;1018.00;;8435435323523
27590332;793429;Colgante Sphere Schuller - ? 12cm tono laton;42;101.00;;8435435322779
27590344;793534;Lampara Sphere Schuller - 5 colgantes colores LED;46;389.00;;8435435322724
27590450;793659;Lampara Sphere Schuller - 4 colgantes colores LED;16;336.00;;8435435322731
27590517;794017;Plafon Sphere Schuller - Lampara 3 Bolas cromo LED;15;211.00;;8435435323004
27590758;794025;Plafon Sphere Schuller - Lampara 3 Bolas multicolor LED;20;226.00;;8435435323011
27590815;794496;Sobremesa Sphere Schuller - ?12cm Tono laton Luz LED;35;96.00;;8435435322786
27590957;794539;Sobremesa Sphere Schuller - ?20cm Tono laton Luz LED;36;202.00;;8435435322793
27591646;507939D;Plafon Argos Schuller - Plafon ?40cm espejo Argos - con mando;139;312.00;;8435435323776
27591647;507939;Plafon Argos Schuller - Plafon ?40cm espejo Argos;139;254.00;;8435435305185
27763561;793269D;Lampara Sphere Schuller - 14 Colgantes cromo LED dimable;8;1027.00;;8435435323257
27763562;793269;Lampara Sphere Schuller - 14 Colgantes cromo LED dimable;8;979.00;;8435435323257
30534264;373091;Colgante Varas Schuller - acabado Oro 1 luz LED;24;72.00;;
30534688;373084;Colgante Varas Schuller - acabado cromo 1 luz LED;2;67.00;;
30534988;373075;Colgante Varas Schuller - acabado blanco 1 luz LED;73;53.00;;
30535105;373067;Colgante Varas Schuller - acabado negro mate 1 luz LED;0;53.00;;
30537220;373579;Sobremesa Varas Schuller - Negro mate y oro 2 Luces LED;0;110.00;;
30537227;373581;Sobremesa Varas Schuller - Blanco mate y cromo 2 Luces LED;37;110.00;;
30537237;373599;Sobremesa Varas Schuller - Blanco mate y oro 2 Luces LED;226;120.00;;
30537241;373614;L?mpara de pie Varas Schuller - Blanco mate y oro 2 Luces LED;73;192.00;;
30537244;373629;L?mpara de pie Varas Schuller - Blanco mate y cromo 2 Luces LED;39;187.00;;
30537247;373685;L?mpara de pie Varas Schuller - Negro mate y oro 2 Luces LED;0;182.00;;
30537258;786716;Lampara Colette Schuller - Oro Rosado 60cm ?.  Luz LED;0;278.00;;
30537270;786831;Lampara Colette Schuller - Cromo 60cm ?.  Luz LED;11;293.00;;
30538749;373378D;Lampara Varas Schuller -  Blanco y cromo 11 luces LED - Con Mando;7;451.00;;
30538750;373378;Lampara Varas Schuller -  Blanco y cromo 11 luces LED - Con Mando;6;403.00;;
30538823;373437D;Lampara Varas Schuller - Blanco y oro 14 luces LED - Con Mando;14;629.00;;
30538824;373437;Lampara Varas Schuller - Blanco y oro 14 luces LED;14;581.00;;
30538832;373142D;Lampara Varas Schuller -  Negro mate y oro 5 Luces LED Con Mando;0;288.00;;
30538833;373142;Lampara Varas Schuller -  Negro mate y oro 5 Luces LED;0;240.00;;
